taxon,year
heteronemia,1835
heteropteryx,1835
pupa illyrica,1835
helix insignis,1835
helix instabilis,1835
purpura intermedia,1835
isarthron,1835
kerona,1835
anodonta klettii,1835
lymnaea labiatus,1835
laemophloeus,1835
helix lanuginosa,1835
leiopus,1835
leptoconchus,1835
succinea levantina,1835
limanda,1835
helix loweii,1835
macroschisma,1835
clausilia macrosoma,1835
clausilia macrostoma,1835
crepidula maculata,1835
clausilia maculosa,1835
clausilia marginata,1835
stichodactyla mertensii,1835
heteronemia mexicana,1835
oliva miriadina,1835
pleurotoma multilineolata,1835
podura nitida,1835
oliva nitidula,1835
oberea,1835
helix obtusata,1835
clausilia olivacea,1835
ommastrephes,1835
omocerus,1835
oliva panniculata,1835
trochus patagonicus,1835
pecari,1835
pelecus,1835
pella,1835
succinea pfeifferi,1835
phytoecia,1835
centrifugus planorbis,1835
polyphaga,1835
prionychus,1835
rhynchaenus punctiger,1835
bulimus pupaeformis,1835
pupa pusilla,1835
clerus quadrisignatus,1835
helix ravergiensis,1835
clausilia reflexilabris,1835
ranella rhodostoma,1835
lucina rugifera,1835
fissurella ruppellii,1835
helix schmidtii,1835
eupholus schoenherri,1835
phyllium scythe,1835
planorbis septemgyratus,1835
clausilia silacea,1835
canis simensis,1835
congeria spathulata,1835
gasterosteus spinulosus,1835
helix squamatina,1835
helix stenzii,1835
stichodactyla,1835
leptoconchus striatus,1835
clausilia strigillata,1835
congeria subglobosa,1835
modiolus subpictus,1835
monodonta subrostrata,1835
cypraea subviridis,1835
purpura taeniata,1835
pleurotoma teniata,1835
pupa tenuimarginata,1835
oliva todosina,1835
congeria triangularis,1835
chiton tulipa,1835
clausilia tumida,1835
trochus turbinoides,1835
fusus turritellatus,1835
turtur,1835
pleurotoma unifasciata,1835
helix unilamellata,1835
neritina varia,1835
clausilia vetusta,1835
chiton violaceus,1835
limanda vulgaris,1835
dosinia zelandica,1835
zophomyia,1835
zyras,1835
melania acicula,1836
adelges,1836
clausilia affinis,1836
agelastica,1836
helix albanica,1836
clausilia albescens,1836
buccinum alveolatum,1836
purpura anaxares,1836
ancistrocerus,1836
anisosticta,1836
aphthona,1836
helix arenosa,1836
clausilia asphaltina,1836
anodonta attenuata,1836
blennius basiliscus,1836
clausilia bergeri,1836
clausilia binotata,1836
lucina bipartita,1836
ptychina biplicata,1836
clausilia blanda,1836
bornia,1836
bromius,1836
lymnaea bulla,1836
melania campanellae,1836
camptolenes,1836
clausilia cana,1836
clausilia canalifera,1836
buccinum candidissimum,1836
clausilia cerata,1836
cheilotoma,1836
chenopus,1836
rissoa cingulata,1836
clausilia clavata,1836
alosa communis,1836
clausilia commutata,1836
helix compressa,1836
pleurotoma concinna,1836
clausilia conspurcata,1836
helix constricta,1836
helix contorta,1836
murex corallinus,1836
cardita corbis,1836
bornia corbuloides,1836
neritina coromandeliana,1836
clausilia corynodes,1836
terebra cosentini,1836
crepidodera,1836
clausilia cretensis,1836
hylesinus cunicularius,1836
clausilia curta,1836
clausilia cuspidata,1836
cynegetis,1836
venerupis decussata,1836
clausilia densestriata,1836
helix denudata,1836
asida depressa,1836
helix derbentina,1836
helix diaphanella,1836
polyphemus dilatatus,1836
donacilla,1836
drepanostoma,1836
venus effossa,1836
clausilia elata,1836
anodonta elongata,1836
ero,1836
euplocamus,1836
evadne,1836
rissoa excavata,1836
neritina faba,1836
clausilia fallax,1836
myrmecobius fasciatus,1836
helix filicum,1836
clausilia filograna,1836
lucina fragilis,1836
mitra fulvescens,1836
carocolla gargottae,1836
gastrophysa,1836
clausilia gibbula,1836
vitrina gigas,1836
helix globularis,1836
gonioctena,1836
callidryas gorgophone,1836
clausilia gracilicosta,1836
clausilia grohmanniana,1836
trochus guttadauri,1836
hippodamia,1836
helix hoffmanni,1836
hylastes,1836
clausilia kuesteri,1836
cerithium lacteum,1836
pleurotoma laevigatum,1836
donacilla lamarckii,1836
clausilia lamellata,1836
fusus lamellosus,1836
adelges laricis,1836
leptinotarsa,1836
clausilia leucostigma,1836
carocolla limbata,1836
helix liminifera,1836
clausilia lineolata,1836
unio longirostris,1836
agrion macrostigma,1836
helix macrostoma,1836
clausilia maculata,1836
clausilia major,1836
bulla mammillata,1836
margarita,1836
clausilia marginata,1836
megaspira,1836
menidia,1836
nerita meridionalis,1836
pisidium milium,1836
tiara millecostata,1836
clausilia minor,1836
columbella minor,1836
clausilia modesta,1836
rissoa monodonta,1836
helix montenegrina,1836
lymnaea mucronata,1836
muscicapa mugimaki,1836
clausilia munda,1836
achorutes muscorum,1836
myrmecobius,1836
gryon nanno,1836
drepanostoma nautiliformis,1836
parmacella nigricans,1836
tiara nivea,1836
evadne nordmanni,1836
anatina oblonga,1836
odontidium,1836
orchesella,1836
oreina,1836
clausilia ornata,1836
erycina ovata,1836
pachybrachis,1836
clausilia paestana,1836
teleas paula,1836
papilio philolaus,1836
phratora,1836
phyllobrotica,1836
phyllotreta,1836
clausilia piceata,1836
doris picta,1836
ancylus pilosus,1836
plagiodera,1836
platyulus,1836
podagrica,1836
psyllobora,1836
ptychina,1836
rissoa punctulum,1836
rissoa pusilla,1836
bulinus pusio,1836
clausilia pygmaea,1836
rissoa radiata,1836
helix ravergii,1836
unio retusa,1836
clausilia rostellum,1836
anodonta rostrata,1836
anodonta rostrata,1836
tiara rubra,1836
melania rufa,1836
clausilia rugicollis,1836
helix rugosa,1836
odontidium rugulosum,1836
bulimus rupestris,1836
megaspira ruschenbergiana,1836
clausilia rusiostoma,1836
salvelinus,1836
melania scalaris,1836
helix schmidtii,1836
clausilia schuchii,1836
clausilia semirugata,1836
clausilia senilis,1836
clausilia septemplicata,1836
helix setigera,1836
rissoa similis,1836
smaragdina,1836
perna soldanii,1836
clausilia stenzii,1836
sternotomis,1836
clausilia stigmatica,1836
valvata striata,1836
clausilia subcylindrica,1836
clausilia succineata,1836
symmorphus,1836
clausilia syracusana,1836
mitra testacea,1836
anodonta trigona,1836
cerithium trilineatum,1836
mitra tristis,1836
lymnaea tumida,1836
larinus turbinatus,1836
purpura turbinella,1836
clausilia turgida,1836
lymnaea turricula,1836
trochus unidentatus,1836
vaejovis,1836
parmacella valenciennii,1836
buccinum variabile,1836
chiton variegatus,1836
helix varronis,1836
vespa velutina,1836
clausilia vetusta,1836
purpura violacea,1836
clausilia viridana,1836
clausilia voithii,1836
xyloterus,1836
helix ziegleri,1836
cypraea achatidea,1837
ammonites aequabilis,1837
homalota aequata,1837
pupa alpicola,1837
limax alpinus,1837
ampelita,1837
vitrina angelicae,1837
apoma,1837
unio arca,1837
helix arenosa,1837
artemon,1837
helix associata,1837
cyclostoma auritum,1837
bostrichus autographus,1837
helix balmei,1837
bathyomphalus,1837
lucina bella,1837
pupa bigoriensis,1837
helix bizona,1837
boleophthalmus,1837
bolinus,1837
brachypodella,1837
bradybaena,1837
brephulus,1837
libellula brunnea,1837
buliminus,1837
helix caelata,1837
ammonites calculiformis,1837
mytilus californianus,1837
callocephalon,1837
campylaea,1837
caracollina,1837
ammonites carinatus,1837
planorbis charteus,1837
chersina,1837
chloritis,1837
chondrula,1837
catarractes chrysolophus,1837
cyclostoma cinerascens,1837
helix cingulella,1837
circinaria,1837
helix cisalpina,1837
cochlicellus,1837
helix companyonii,1837
nebrius concolor,1837
pupa conica,1837
tachyusa constricta,1837
helix contorta,1837
helix contortula,1837
cryptomphalus,1837
succinea cumingi,1837
achatina cumingii,1837
vertigo curta,1837
cyclodontina,1837
cypraecassis,1837
daedalochila,1837
ammonites dannenbergi,1837
dendrocygna,1837
dendryphantes,1837
diachromus,1837
coluber diadema,1837
clausilia draparnaldi,1837
helix draparnaldi,1837
helix draparnaudi,1837
clausilia elongata,1837
cheilotoma erythrostoma,1837
eurycratera,1837
euspira,1837
limax fasciatus,1837
purpura floridana,1837
folliculus,1837
furipterus,1837
galaxias,1837
gibbulina,1837
vitrina glacialis,1837
helops gloriosus,1837
gonyostomus,1837
torquilla gracillima,1837
pupa gularis,1837
gyraulus,1837
vertigo hamata,1837
helicopsis,1837
helicteres,1837
helix helmii,1837
hippeutis,1837
cryptorhynchus histrio,1837
hyalinia,1837
acalles hypocrita,1837
helix ichthyomma,1837
ammonites intumescens,1837
cypraea irrorata,1837
helix italica,1837
pupa kokeilii,1837
labyrinthus,1837
helix lacticina,1837
chrysomela laeviuscula,1837
perameles lagotis,1837
ammonites lateseptatus,1837
leptinaria,1837
leucochroa,1837
limax limbatus,1837
limicolarius,1837
lithoclypus,1837
lobatus,1837
cryptocephalus loreyi,1837
nanina luctuosa,1837
macrocyclis,1837
macrotis,1837
limax maculatus,1837
helix major,1837
helix major,1837
megalochelys,1837
harpalus melletii,1837
microcystis,1837
helix minor,1837
vertigo monodon,1837
helix montana,1837
helix muehlfeldtiana,1837
todus multicolor,1837
ammonites multilobatus,1837
ceutorhynchus napi,1837
naria,1837
nebrius,1837
ninox,1837
planorbis numulus,1837
obba,1837
obeliscus,1837
helix obtusata,1837
ocalea,1837
ochthephila,1837
odontostomus,1837
olios,1837
helix oparana,1837
ancylus orbicularis,1837
ammonites orbiculus,1837
orthalicus,1837
orthostylus,1837
otostomus,1837
pachyotus,1837
lathrobium pallidum,1837
pelta,1837
petasia,1837
phloeopora,1837
helix picea,1837
pitys,1837
placostylus,1837
planispira,1837
plectostylus,1837
polymita,1837
pomatia,1837
praticola,1837
pseudocheirus,1837
polycera punctilucens,1837
pupula,1837
monotoma quadricollis,1837
pupa quinquedentata,1837
pupa quinqueplicata,1837
rhynchobatus,1837
ostrea saccellus,1837
sagda,1837
sarcophilus,1837
bostrichus saxesenii,1837
leuciscus scardafa,1837
scardinius,1837
xenodon schottii,1837
pupa seductilis,1837
pupa sempronii,1837
helix serrulata,1837
simpulopsis,1837
megalochelys sivalensis,1837
solaropsis,1837
paludina solida,1837
pupa spelta,1837
sphyradium,1837
spisula,1837
pupa spoliata,1837
streptaxis,1837
pupa striatella,1837
bulimus styliger,1837
stylodon,1837
bulimus subtilis,1837
bulimus subulatus,1837
subulina,1837
tachyta,1837
tachyusa,1837
taeniura,1837
helix tergestina,1837
cyclostoma tessellatum,1837
tetropium,1837
tornatellina,1837
clausilia torquata,1837
trivia,1837
clausilia tumens,1837
turricula,1837
urocoptis,1837
venericardium,1837
clausilia venusta,1837
vortex,1837
helix zapharina,1837
sphaerius acaroides,1838
paludina acicula,1838
acroloxus,1838
fuligula affinis,1838
melania afra,1838
arthemis africana,1838
sarkidiornis africanus,1838
melania agnata,1838
vertigo alpestris,1838
helix amanda,1838
ambystoma,1838
anadontina,1838
clausilia antiperversa,1838
succinea arenaria,1838
nyroca australis,1838
babylonia,1838
helix balearica,1838
helix balmei,1838
helix banatica,1838
helix barbula,1838
physeter breviceps,1838
nyroca brunnea,1838
pterostichus burmeisteri,1838
salmo caecifer,1838
mitra cancellarioides,1838
cardinalis,1838
carolia,1838
carollia,1838
cassidulus,1838
casarka castanea,1838
mareca castanea,1838
cepaea,1838
pleurotoma cerithina,1838
cernuella,1838
chaeropus,1838
eupholus chevrolatii,1838
chloephaga,1838
choristopus,1838
clausilia cincta,1838
cingulifera,1838
mitra circula,1838
citharus,1838
helix clara,1838
bulimus clavulinus,1838
coenatoria,1838
mitra colombelliformis,1838
conovulus,1838
helix constantina,1838
helix contorta,1838
unio contradens,1838
pleurotoma corbis,1838
helix corcyrensis,1838
achatina cornea,1838
corneola,1838
cumia,1838
cyanopterus,1838
columba decaocto,1838
cumia decussata,1838
helix dejecta,1838
planorbis devians,1838
gyrinus dorsalis,1838
drillia,1838
paludina dupotetiana,1838
perameles ecaudatus,1838
planorbis ehrenbergi,1838
emballonura,1838
encentrum,1838
eubranchus,1838
anodonta exilis,1838
pupa ferrari,1838
achatina festuca,1838
fruticicola,1838
helix fuscosa,1838
cyclostoma gibbum,1838
pedalion gigas,1838
gyrinus glaucus,1838
goniocotes,1838
gonodon,1838
gonostoma,1838
granaria,1838
helix granulata,1838
theridion grossum,1838
halianassa,1838
halitherium,1838
halytherium,1838
leptobrachium hasseltii,1838
bulimus hieroglyphicus,1838
helix hirsuta,1838
helix hispanica,1838
helix hispanica,1838
helix hyalina,1838
helix hydatina,1838
helix insolida,1838
helix insolita,1838
helix instabilis,1838
mitra interrupta,1838
aeshna irene,1838
kamptorhynchus,1838
planorbis laevis,1838
achatina lamellata,1838
lenticula,1838
leptobrachium,1838
lirator,1838
bulimus litoralis,1838
neritina liturata,1838
alpheus lottini,1838
helix lowei,1838
bulimus lubricella,1838
pisidium lumstenianum,1838
pleurotoma maravignae,1838
anser melanopterus,1838
phasianella meleagris,1838
lymnaea membranaceus,1838
merdigera,1838
planorbis metidjensis,1838
paludina minuta,1838
conus moluccensis,1838
natica montagui,1838
emballonura monticola,1838
cyclostoma multisulcatum,1838
melampus multisulcatus,1838
natalus,1838
achatina nitidissima,1838
odontocyclas,1838
ophicardelus,1838
orcula,1838
helix otthiana,1838
paecilonitta,1838
scalaria pallasi,1838
panchlora,1838
parula,1838
paludina patula,1838
patula,1838
clausilia pellucidus,1838
perforatella,1838
periplaneta,1838
philorhizus,1838
pholidoptera,1838
carolia placunoides,1838
fusus pleurotomarius,1838
podophrya,1838
polita,1838
bulimus politus,1838
lymnaea pugio,1838
unio pullus,1838
ringicula,1838
helix roseotincta,1838
pupa rossmaessleri,1838
mytilus rostriformis,1838
helix rubiginosa,1838
helix rugosa,1838
helix rumelica,1838
helix sadleriana,1838
helix sardiniensis,1838
sarkidiornis,1838
pugmeodon schinzii,1838
schizotus,1838
septobrachium,1838
natica simiae,1838
pleurotoma similis,1838
paludina sinistrosa,1838
sitophilus,1838
sphaenorhynchus,1838
sphenophorus,1838
natalus stramineus,1838
strobilus,1838
arion subflavus,1838
syntomus,1838
natica tecta,1838
bulimus terverii,1838
thalassornis,1838
torquatella,1838
eubranchus tricolor,1838
paludina triton,1838
trochiscus,1838
turbinella tubifera,1838
anodontina turgida,1838
clausilia turritus,1838
drillia umbilicata,1838
pleurotoma undatiruga,1838
bulimus unilamellatus,1838
helix villosula,1838
turbinella wagneri,1838
xerophila,1838
zebrina,1838
acus,1839
agaronia,1839
helix albescens,1839
cyclostoma albicans,1839
libellula albifrons,1839
orthragoriscus alexandrini,1839
clausilia anatolica,1839
anoplodera,1839
helix arabica,1839
helix arabica,1839
argyrops,1839
adela associatella,1839
pupa bergeri,1839
clausilia bicarinata,1839
clausilia bicristata,1839
pupa bigranata,1839
orthragoriscus blochii,1839
helix boissyi,1839
ampullaria bolteniana,1839
borsonia,1839
pleurotoma bottae,1839
brachirus,1839
brachyrus,1839
armenica brunnea,1839
bucculatrix,1839
helix buchi,1839
helix campanyonii,1839
helix carica,1839
limax carinata,1839
cauchas,1839
reithrodon chinchilloides,1839
chiroteuthis,1839
chlorurus,1839
libellula chrysostigma,1839
cichlasoma,1839
helix cirtae,1839
helix consona,1839
dictyoptera cosnardi,1839
ctenolabrus,1839
helix cyclolabris,1839
helix despreauxii,1839
bruchus dorsalis,1839
trichia dromiaeformis,1839
helix dupotetiana,1839
vertigo dupotetii,1839
helix ehrenbergii,1839
orthragoriscus elegans,1839
enchophora,1839
engina,1839
entalis,1839
aeshna ephippiger,1839
episcius,1839
epitheca,1839
helix erdelii,1839
melanopsis erosa,1839
melanopsis ferussaci,1839
helix figulina,1839
helix flava,1839
clausilia fraudigera,1839
clausilia frivaldskyana,1839
lemur furcifer,1839
clausilia galeata,1839
helix gaudryi,1839
orthragoriscus ghini,1839
helix globuloidea,1839
goniodoris,1839
helix gougeti,1839
lymnaea gracilis,1839
helix granatelli,1839
helix granulata,1839
helix gregaria,1839
mormyrynchus gronoveii,1839
gymnocanthus,1839
helix gyria,1839
planorbis heliciformis,1839
hemicrepidius,1839
achatina hohenwarti,1839
hypogastrura,1839
paludina idria,1839
mitra intermedia,1839
isotoma,1839
helix jeannotiana,1839
bulimus jeannotii,1839
melanopsis jordanica,1839
helix julleti,1839
krynickia,1839
clausilia lactea,1839
lactophrys,1839
melania laevigata,1839
lagocephalus,1839
melania legitima,1839
lepidocyrtus,1839
salmo levenensis,1839
limatula,1839
paecilaema limbatum,1839
lissotriton,1839
anthobium longipenne,1839
clausilia macedonica,1839
murex macropterus,1839
eliomys melanurus,1839
pupa michaudii,1839
pupa microtragus,1839
clausilia moesta,1839
paludina nana,1839
nematopogon,1839
latridius nodifer,1839
paludina nuttalliana,1839
nyctereutes,1839
pupa occulta,1839
helix ocellata,1839
clausilia olivieri,1839
olophrum,1839
opostega,1839
ozodura orsini,1839
pleurotoma paciniana,1839
palingenia,1839
molacanthus pallasii,1839
auricula pallida,1839
helix parlatoris,1839
aeshna parthenope,1839
fissurella patagonica,1839
pediacus,1839
delphinula peronii,1839
helix philibinensis,1839
phrictus,1839
phymatodes,1839
tympanomium planci,1839
platycnemis,1839
clausilia plumbea,1839
borsonia prima,1839
psetta,1839
pupa pusilla,1839
limnephilus pusillus,1839
orthragoriscus redi,1839
orthragoriscus retzii,1839
rhinecanthus,1839
pupa rhodia,1839
roeslerstammia,1839
orthragoriscus rondeletti,1839
helix roseolabiata,1839
helix saulcyi,1839
helix schuberti,1839
pupa septemdentata,1839
buccinum sertulariarum,1839
helix smyrnensis,1839
helicina solidula,1839
sorites,1839
carychium spectabile,1839
carychium spelaeum,1839
clausilia stenostoma,1839
bulimus subdiaphanus,1839
helix subvirescens,1839
sympecma,1839
tritonium tenerum,1839
tetrosomus,1839
thalassoma,1839
clausilia thessalonica,1839
tiedemannia,1839
monodonta tinei,1839
tischeria,1839
helix triaria,1839
trichia,1839
bolitobius trinotatus,1839
anthobium triviale,1839
pupa umbilicus,1839
littorina undulata,1839
chiton undulatus,1839
variola,1839
canis viverrinus,1839
helix vulgaris,1839
melanopsis wagneri,1839
trematopsis willugbei,1839
cyclostoma woltzianum,1839
helix zaffarina,1839
engina zonata,1839
helix zonata,1839
limax albidus,1840
alcadia,1840
helix alderi,1840
amnicola,1840
patella ancyloides,1840
anthocomus,1840
aeshna arctica,1840
agrion armatum,1840
asterolepis,1840
astrolepis,1840
auchenipterus,1840
chiton australis,1840
monodonta berthelotii,1840
gasterosteus biarmatus,1840
clausilia bidens,1840
bothriolepis,1840
brachytoma,1840
thelidomus braziliensis,1840
chiton brevispinosus,1840
megalomastoma brunnea,1840
helix calcarae,1840
helix calligera,1840
calliostoma,1840
caloenas,1840
turbinella cassiformis,1840
libellula caudalis,1840
cerithidea,1840
charopus,1840
chlorostoma,1840
chrysostoma,1840
falagria concinna,1840
trachelyopterus coriaceus,1840
unio corrugata,1840
costellaria,1840
crassispira,1840
paludestrina culminea,1840
cuspidaria,1840
agrion cyathigerum,1840
bulimus cylindraceus,1840
cylindrella,1840
sitona cylindricollis,1840
diacria,1840
bulla diaphana,1840
helix djulfensis,1840
fusus echinatus,1840
eliomys,1840
elophos,1840
enallagma,1840
columbella epamella,1840
erythromma,1840
chemnitzia fasciata,1840
libellula fonscolombii,1840
ocypus fulvipennis,1840
helix gemmellarii,1840
geomitra,1840
gibberula,1840
gonospira,1840
clarias hasselquistii,1840
petalodus hastingsii,1840
helisoma,1840
hemicycla,1840
hemiodon,1840
hemiodon,1840
hemitoma,1840
columbella idalina,1840
rissoa inca,1840
didelphis incana,1840
columbella ionida,1840
iphigenia,1840
natica isabelleana,1840
ischnura,1840
columbella isomella,1840
laevicardium,1840
lauria,1840
leptophlebia,1840
leuconia,1840
columbella ligula,1840
ligumea,1840
ligumia,1840
lucerna,1840
agrion lunulatum,1840
helix meda,1840
megalomastoma,1840
melanella,1840
melopsittacus,1840
agrion mercuriale,1840
arius militaris,1840
helix minor,1840
mitra moelleri,1840
columbella moleculina,1840
monilea,1840
helix nebrodensis,1840
odezia,1840
serranus olfax,1840
olivancillaria,1840
ophiothrix,1840
astrolepis ornata,1840
bothriolepis ornatus,1840
janthina pallida,1840
paludomus,1840
mitra pardalis,1840
pedicularia,1840
petalodus,1840
pharus,1840
columbella phasinola,1840
pheidole,1840
phyllonotus,1840
vexilla picta,1840
truncatella polita,1840
gasterosteus ponticus,1840
potomida,1840
bothriolepis prisca,1840
polydrusus pterygomalis,1840
bulimus pumilus,1840
pupella,1840
pusia,1840
pustularia,1840
rhinoclavis,1840
rissoina,1840
anoplus roboris,1840
charopus rotundatus,1840
helix rufescens,1840
helix rugosa,1840
scabricola,1840
scleron,1840
clarias senegalensis,1840
pedicularia sicula,1840
farcimia sinuosa,1840
sitones,1840
agrion speciosum,1840
spirorbis,1840
pupa sterrii,1840
libellula striolata,1840
thelidomus striolata,1840
pomatias striolatum,1840
trochia sulcata,1840
sycophaga,1840
libellula tenera,1840
terebralia,1840
tetrastes,1840
theliderma,1840
thelidomus,1840
thelidomus,1840
thelidonta,1840
buccinum tinei,1840
topaza,1840
trachelocerca,1840
trachelyopterus,1840
tralia,1840
pleurotoma tricarinata,1840
trichia,1840
trochatella,1840
trochia,1840
troglops,1840
uniopsis,1840
turdus ustulatus,1840
cardium variegatum,1840
cerithium varium,1840
vexilla,1840
gibberula zonata,1840
acella,1841
cingula aculeus,1841
cerithium acutum,1841
pisidium acutum,1841
fossarus adansoni,1841
adelina,1841
micromys agilis,1841
columbella albina,1841
clausilia albocincta,1841
bulimus alepensis,1841
melania altilis,1841
nerita anatolica,1841
antechinus,1841
catarractes antipodes,1841
nerita antiquata,1841
aspius arborella,1841
solarium architae,1841
nerita argus,1841
arothron,1841
truncatella atomus,1841
adrastus axillaris,1841
pterophorus baliodactylus,1841
murex banksii,1841
helix berytensis,1841
helix bicincta,1841
buccinanops,1841
parthenia bulinea,1841
helix buvinieri,1841
helix candicans,1841
pupa capensis,1841
helix carae,1841
cyclostoma cattaroense,1841
cerithium coralium,1841
vermetus corrodens,1841
rissoa cossurae,1841
marginella delessertiana,1841
dentalius,1841
didelphis derbiana,1841
helix deshayesii,1841
planorbis dilatatus,1841
planorbis dilatatus,1841
dileptus,1841
pisidium duplicatum,1841
helix elata,1841
adelina elegans,1841
eleutherodactylus,1841
helix filicina,1841
helix filicina,1841
fossarus,1841
libellula genei,1841
physa globosa,1841
paludina granulum,1841
clausilia grohmanni,1841
truncatella guerinii,1841
halteria,1841
histioteuthis,1841
helix humboldtiana,1841
parmacella ibera,1841
clausilia inserta,1841
helix introducta,1841
clausilia javana,1841
murex laciniatus,1841
degeeria lanuginosa,1841
chiton laqueatus,1841
lasiommata,1841
clausilia lerosiensis,1841
leviathan,1841
lymnaea limosus,1841
formica longipes,1841
loxophyllum,1841
macrogastra,1841
clausilia macrostoma,1841
cerithium maculosum,1841
helix magnettii,1841
micromys,1841
lymnaea minimus,1841
helix minuscula,1841
helix minutissima,1841
leviathan missourii,1841
clausilia naevosa,1841
libellula nitidinervis,1841
columbella nympha,1841
chelodina oblonga,1841
helix obscurata,1841
murex occa,1841
onychiurus,1841
oreina,1841
helix orsini,1841
paludinella,1841
paludina parreyssii,1841
nerita patula,1841
cardium paucicostatum,1841
nerita peloponensis,1841
helix petiti,1841
phacus,1841
pupa philippii,1841
plicaphora,1841
patella pretrei,1841
helix pyramidalis,1841
aetheocerus quinquefasciatus,1841
neritina rangiana,1841
nerita roissyana,1841
helix rothii,1841
rupicola,1841
pupa sardoa,1841
pomatias scalarinum,1841
clausilia schmidtii,1841
helix schwerzenbacchii,1841
pupa sinistrorsa,1841
murex sirat,1841
spathidium,1841
sphyradium,1841
nerita squamulata,1841
clausilia strangulata,1841
antechinus stuarti,1841
acmaea subrugosa,1841
theridion tepidariorum,1841
tetrodon testudinarius,1841
tomocerus,1841
murex torrefactus,1841
libellula trinacria,1841
clausilia tristis,1841
pupa truncatella,1841
tympanuchus,1841
uronema,1841
helix velata,1841
bulimus velutinus,1841
helix vestalis,1841
nerita zebrina,1841
cerithium zebrum,1841
lymnaea ziegleri,1841
acrossus,1842
euphaedusa aculus,1842
helix advena,1842
clausilia agnata,1842
scalaria albida,1842
aspius alburnoides,1842
panorpa alpina,1842
phascogale apicalis,1842
cardium aquilinum,1842
helix aradasii,1842
anodonta arealis,1842
atrina,1842
purpura avenacea,1842
pupula banatica,1842
barbatia,1842
batillaria,1842
bitis,1842
helix bizona,1842
valvata bocconi,1842
pupa braunii,1842
limax campestris,1842
campodea,1842
cancellaria candeana,1842
trochus cariniferus,1842
phyllium celebicum,1842
tornatellina clausa,1842
clypeolum,1842
panorpa cognata,1842
clausilia contracta,1842
pachymorpha coronatum,1842
clausilia corticina,1842
helix cupani,1842
delima,1842
pteromys derbianus,1842
dicyrtoma,1842
diodonta,1842
duseideia,1842
dymusia,1842
dyodonta,1842
dysidea,1842
bulimus eburneus,1842
echymipera,1842
eira,1842
pupa eximia,1842
clausilia fimbriata,1842
phasma forstenii,1842
helix frivaldskyana,1842
helix fuscolabiata,1842
helix gemmellari,1842
helix grateloupii,1842
solen guinensis,1842
halter,1842
pleurotoma harpularia,1842
heliacus,1842
sigaretus helicoideus,1842
trochus histrio,1842
pupa hoppii,1842
trochus hotessierianus,1842
vermetus irregularis,1842
clausilia isabellina,1842
laciniaria,1842
leopardus,1842
lepeta,1842
fasciolaria ligata,1842
liotia,1842
nerita longii,1842
clausilia macilenta,1842
macromia,1842
solariella maculata,1842
strombus maculatus,1842
clausilia maior,1842
micoureus,1842
micromus,1842
didelphis microtarsus,1842
syacium micrurum,1842
clausilia minor,1842
helix minoricensis,1842
modulus,1842
heteropteryx muelleri,1842
vitrina musignani,1842
cantharis nigripes,1842
phasma nolimetangere,1842
helix nyeli,1842
obelus,1842
helix obstructa,1842
rissoa obtusa,1842
clausilia orientalis,1842
salmo orientalis,1842
phytonomus ovalis,1842
oxythyrea,1842
clausilia pagana,1842
pupa pallida,1842
papillifera,1842
dysidea papillosa,1842
actinia parasitica,1842
bulimus philippii,1842
plagionotus,1842
gonyleptes planiceps,1842
clausilia pluviatilis,1842
cadulus politus,1842
protaetia,1842
helix provincialis,1842
hatteria punctata,1842
philopterus reguli,1842
helix rossmaessleri,1842
tarsipes rostratus,1842
pterocera rugosa,1842
helix saxatilis,1842
helix sirena,1842
solariella,1842
nerita souleyetana,1842
mitra stainforthii,1842
glyptosternon striatus,1842
syacium,1842
tarsipes,1842
helix telonensis,1842
strombus terebellatus,1842
helix tesselata,1842
tornatella tessellata,1842
melania testudinaria,1842
threskiornis,1842
tornatellina,1842
tornatellina trochlearis,1842
tropiphorus,1842
paludina troschelii,1842
oniscia tuberculosa,1842
natica uberina,1842
bulimus umbilicaris,1842
helix usticensis,1842
lymnaea vahlii,1842
helix valtoni,1842
verticordia,1842
helix vicina,1842
mitra virginalis,1842
melania winteri,1842
yoldia,1842
helix zanellia,1842
zirfaea,1842
pleurotoma abbreviata,1843
delphinula aculeata,1843
clausilia adjaciensis,1843
cancellaria albida,1843
terebra albula,1843
alona,1843
chrysomela alpestris,1843
lucina altavillae,1843
anomalurus,1843
amnicola antipodarum,1843
armiger,1843
helix assarinensis,1843
pleurotoma astricta,1843
anthrenus australis,1843
cyclostoma banksianum,1843
helix bicincta,1843
cancellaria bicolor,1843
columbella bidentata,1843
pleurotoma bijubata,1843
bulla blainvilliana,1843
helix blauneri,1843
blicca,1843
cypraea boivinii,1843
anguilla canariensis,1843
triphora cancellata,1843
helix canini,1843
helix ceratina,1843
cypraea cervinetta,1843
chalcophaps,1843
chalybion,1843
trochus chlorostomus,1843
doritis clarius,1843
triphora concors,1843
mangelia coronata,1843
helix corsica,1843
succinea corsica,1843
cancellaria costata,1843
pleurotoma crassilabrum,1843
cubiceps,1843
berosus cuspidatus,1843
cyrtulus,1843
dentalium delessertianum,1843
disteira,1843
isocardium dubium,1843
triphora elegans,1843
epuraea,1843
eurycercus,1843
pleurotoma exasperata,1843
exochomus,1843
unio exolescens,1843
clavatula flammea,1843
unio foliacea,1843
omias forticornis,1843
anomalurus fraseri,1843
clavatula fulva,1843
